id,text
50,VOTE PORTUGAL WE NEED TO PULL THE BIGGEST COMEBACK IN HISTORY
51,RT @AP_Politics: BREAKING: Joe Biden wins the Democratic presidential primary in Maine. #APracecall at 1:57 p.m. EST. #Election2020 #MEprim…
52,RT @Susan_Hennessey: This is a moment of truth for the media. The press can call BS on this transparent stunt and report exclusively on a G…
53,"Question from last night, is @SymoneDSanders a Biden supporter? Is that why she was there? I thought she was a Sand… https://t.co/RYXQtUSW8B"
54,RT @MsJuneDiane: Stop telling your daughters they can be president when you are unwilling to vote for a woman president.
55,"@TomCottonAR @GOP Trump does nothing but DIVIDE, LIE and spew HATRED.

He is completely #UnfitToBePresident. 

The… https://t.co/pd2G0Bod1w"
56,RT @exclusivo_richy: Bernie got my vote ✅ https://t.co/iGRNrtMHmT
57,RT @soledadobrien: But... isn’t Obama Democratic Establishment?
58,@SharonCapel @donnabrazile Donna Brazil the lady you see in the video admitted to rigging the primary election in f… https://t.co/dFYbj3uUwz
59,"RT @SMHN61226820: Lalisa.. my ultimate bias 😍

I vote #KillThisLove by @ygofficialblink for #BestMusicVideo at #iHeartAwards https://t.co/D…"
60,"RT @Johnsnotrich: Sanders is 71 delegates behind a man who supported segregation, was against gay rights and cut social security. GET OUT A…"
61,RT @Kamstaxalot: aye these niggas going crazy LMAOOOOOO
62,"RT @thebradfordfile: Biden: I'm not dead. Vote for me.

Trump: I'm a living legend who is draining the swamp, giving power back to the peop…"
63,RT @eliseswain: The historic grassroots movement led by Bernie Sanders has been systematically demonized and suppressed so that the broken…
64,RT @Yeezus66666: @IsThisThingOn31 @PoliticalCA @PpollingNumbers @hollyotterbein Remember when Biden was anti choice and anti gay marriage u…
65,RT @RealSteveCox: Boomer Biden supporter. https://t.co/58npXqe3VC
66,"RT @IAmDawnM: Getting real sick of this Bernie's getting robbed rhetoric.  Hes not.  Stfu.

If you decide to sit out this vote, remember th…"
67,"@ContentedIndie Hey, I helped. My dad was going to vote for Bloomberg before I persuaded him. He, like most primary… https://t.co/rw4GK3klfK"
68,"@realDonaldTrump Stop gaslighting, and get your ugly orange ass out of the Democratic election. If you ever debate… https://t.co/wZYGrGznho"
69,"RT @4everNeverTrump: I'm seeing a lot of excuses that young people don't vote because they're ""too busy"".

Don't give me that shit. Ms. Ree…"
70,"RT @ananavarro: Unbelievable that this could happen in America in 2020.
This crap and worse gonna happen in November.
Vote early or absente…"
71,"RT @bocxtop: My grandpa is 84 and half blind, probably gonna be the last time he’s able to vote for a president so I was honored to help hi…"
72,It's quite clear..@Queen__Nay_
73,"RT @JordanUhl: Joe Biden was confronted by a vet who asked him why he should vote for someone who supported the Iraq War

Biden got defense…"
74,"@RepKenBuck @VFWHQ Their concerns will be tossed into the trash the moment you get their vote. 

Same as always

Ke… https://t.co/0tI0d29Gw0"
75,RT @UPP_Polls: Who will become the Democratic Nominee 🔵?
76,"RT @realDonaldTrump: The Mayor of Los Angeles, @ericgarcetti, is dealing with us trying to get the Federal Government to fix the terrible p…"
77,"RT @laborisforever: Sorry but Bernie is the best candidate. 

If not for you, vote for those who are housing insecure, need rent control to…"
78,Social media really had me convinced that Bernie Sanders was gonna run away with the election 😂
79,RT @LindaLiberty9: Pelosi’s ‘Dirty Little Secret’: She held back Coronavirus funding bill so DCCC could run super Tuesday ads against GOP.…
80,RT @drdave1999: Q: What do you think is the clearest explanation for why you have such a good chance of defeating Susan Collins in the Main…
81,RT @itskeyon: 2000 babies really vote for the first time this year. We finna save the planet lol.  https://t.co/43MFK9uJxM
82,RT @QasimRashid: Last night Texans has to wait hours to vote b/c the GOP shut down 750 polling locations. This is #VoterSuppression. And he…
83,Ap finally calls Maine.
84,@rorowe501 @lizziemaef @ciaobellaalora @marceelias AND there are also election dropboxes in addition to the voting… https://t.co/6tQYgQPlZQ
85,@WintersNstuff @MADdelaRosa @WesAmiibo @jackallisonLOL So she’s trying to leverage something (understandable) but f… https://t.co/xcphjWlzQW
86,"RT @BetteMidler: I am happy to remind ALL AMERICANS that these two frauds are up for re-election this year, and I shall continue to remind…"
87,"🔎 👁 Learning about Joe Biden @joebiden , Bernie Sanders @berniesanders &amp; of course Donald Trump @realdonaldtrump 🗳… https://t.co/yjyyyaIfVE"
88,"RT @NotLikeFreddy: i can't BELIEVE i have to say this, but:

this is a PRIMARY. this is where you vote your BELIEFS.

if you believe in War…"
89,RT @mmpadellan: Raise your hand if you're tired of the suspense and tension of primaries and would much rather see EVERY STATE VOTE ON THE…
90,"RT @eatinginmycar: Things I don't need from a presidential candidate:
- Friendship
- Parenting
- Platitudes
- Niceness

Things I do need:
-…"
91,"RT @arabthot: i dont understand why people dont want free healthcare, student loan forgiveness, abolishing ice etc it goes beyond my brain…"
92,RT @HoaiAn_Pham: psa that if we only engaged in electoral organizing (and only every four years) we would all be dead...radical people are…
93,LMFAOOOOOOO
94,RT @losernamedchris: Participating in the establishment's game is legitimately the exact opposite of punk
95,RT @daniecal: This is really inexcusable
96,They just wanted to sniff his hair and rub his shoulders
97,RT @BernieSanders: Thank you Utah!
98,"RT @kylegriffin1: Michelle Obama is headlining a voter participation rally later this month at the University of Detroit Mercy, the first e…"
99,RT @tribelaw: Does anyone really give a flying F what the BSer-in-Chief thinks about the political landscape? It’s pathetic that he wastes…
100,"RT @lib_crusher: Its hard to grasp just how much the ""Bernie is putting downballot races at risk"" line, total speculation which has been re…"
101,"@fredakamsblorg @arnoldbolang 🤣🤣🤣🤣 NA CONDITIONS MAKE CRAY FISH BEND. Bolanle 2020
Funny couples I find Joy watchin… https://t.co/9maYC4UBco"
102,"RT @traceyecorder: Bernie says that our incarcerated brothers and sisters should have dignity and the right to vote. 

Biden wrote the 94 C…"
103,"My brother is going on this musical show, please support by voting through this link 👉🏿 https://t.co/gY3BEcXufa ...… https://t.co/12F84FxpNT"
104,"RT @jpaceDC: One last Super Tuesday race call: 

WASHINGTON (AP) _ Joe Biden wins Democratic presidential primary in Maine"
105,What About Netanyahu Trying to Interfere in the US Election? - https://t.co/t7ZiL2wO2R via @shareaholic
106,RT @UPP_Polls: Who will become the Democratic Nominee 🔵?
107,RT @AngelsPromise1: This woman will stop at nothing to try to get rid of ⁦@realDonaldTrump⁩ . Pelosi ‘Dirty Little Secret’:She Held Back Co…
108,"RT @PhillyD: I get supporting your Dem candidates now but wow.

Enjoy your decades with a hyper-conservative Supreme Court. 👍

RBG is about…"
109,RT @SecPompeo: Productive discussions with Jamaican Prime Minister @AndrewHolnessJM and Foreign Minister Johnson Smith today in Kingston. #…
110,GO VOTE IN GRAPE NUTS MY PEOPLE THIS IS THE MOST IMPORTANT VOTE OF THE DAY YOU HAVE 56 MINUTES TO BRING THIS NUTTY… https://t.co/PGIRYiCxIf
111,This election is gonna be groooovy baaby
112,RT @RBReich: Just a casual reminder that Texas closed 750 polling places after the Supreme Court gutted the Voting Rights Act.
113,"RT @The_Ghost_Rat: If Joe Biden becomes the nominee, who is your fist choice for his ticket mate (VP)?  Please cast your vote and re-tweet."
114,"RT @Becca4Bernie: While voters in rich white cities of Texas reported smooth sailing, voters in predominantly minority neighborhoods report…"
115,Everyone follow this link and register to vote so we can get Bernie enough delegates to secure the nomination thank… https://t.co/ikmCTM9QZI
116,RT @MsJuneDiane: Stop telling your daughters they can be president when you are unwilling to vote for a woman president.
117,"RT @krisha_ashley: Sanook x JOOX Thailand Music Awards 2020 🏆 

[Korean Artist of the Year ]
VOTE for 👉 #EXO 👈
•ENDS - 03.08

🔗 https://t.c…"
118,"Whoever wins for the #Democrats2020 , they should campaign against Trump to decriminalize #cannabis federally . It… https://t.co/bBXqam1oBX"
119,RT @KamalaHarris: Waiting in long lines for hours to vote should not happen anywhere in America. We must do better.
120,"RT @nowthisnews: ‘You thought that I was just gonna walk away and say nothing, huh?’ — Watch this woman tell off a man who was sexually har…"
121,"RT @mattdizwhitlock: So.. @donnabrazile hasn't apologized to @GOPChairwoman for telling her to ""go to hell?"" 

She's still digging in on ""d…"
122,RT @itskeyon: 2000 babies really vote for the first time this year. We finna save the planet lol.  https://t.co/43MFK9uJxM
123,"RT @DiamondandSilk: Mini Mike has spent over 500 million dollars in this election, and he still came up short.  Like we said Mini, you got…"
124,"Bernie's whole strategy was to get new people to engage, and he isn't doing that. So, logically, the most vocal of… https://t.co/Xmxp5RGjZA"
125,RT @Zach_Bobo: For everybody who says Trump is not for the people here you go. Media has just flooded you with lies! $64 BILLION less in ta…
126,RT @JoyceWhiteVance: States like Alabama have “personhood” bills waiting that would deny women the right to make decisions about their own…
127,"RT @BernieSanders: While Republican leaders go on and on about ""voter fraud,"" what we really have is a crisis of voter suppression.

Our ad…"
128,"RT @AlexNBCNews: House Homeland Sec Cmte Chair Thompson requests DHS, top 4 congressional leaders meet immediately to determine USSS protec…"
129,RT @daisymarquez_: DO NOT FORGET TO VOTE!!
130,"@CCoceans311 @universalshow @ewarren I’m a Warren supporter voted,that being said I will vote Biden if nominated,th… https://t.co/T5BrrQFUOL"
131,"RT @eugenegu: If Joe Biden becomes our party’s nominee, rather than pledging to be Bernie or Bust and handing Trump a re-election victory o…"
132,RT @universeiscool5: This is infuriating. Trump got himself impeached with his not so “perfect” call. There is no low Trump and the republi…
133,"RT @KatinLexington: @JohnCornyn No John, we need to make it easier to vote on a day that is made a holiday. Period."
134,"RT @davidaxelrod: Amazing night no one would have predicted even days ago.  We expected a surge.  We got a tsunami.
Wave driven by S.C. lan…"
135,"RT @BlueFutureNow: Today, we're uplifting our partners fighting for freedom.

When we all vote, we all win. #AndStillIVote"
136,@teddy_cat1 @vassello_chuck @minkgraver1 @beautifulmj69 @BernieSanders chuck is right...AA votes went overwhelmingl… https://t.co/YVRYyWoZWw
137,RT @AmeliaHouchins: When we walk into our polling place in Tennessee we show our license &amp; they ask if we're voting Dem or Republican. We h…
138,"RT @irissknowles: I will never ever forget the night of the 2016 election chile
 https://t.co/fa3ElTxQp1"
139,@Lowcountry1Girl The Left is batshit crazy... their point is they think the State is enforcing immigration laws bec… https://t.co/A5mT3kg05P
140,RT @gregolear: Do I have this right? It was a #riggedprimary because registered Democrats showed up in vast numbers to vote for a longtime…
141,RT @ConnieSchultz: Seven. Hours.
142,RT @KimStrassel: One assumes this Biden rejection of Comey endorsement is about FBI's handling of Hillary. Someone shud ask Biden if he's O…
143,RT @atrupar: Florida has the 3rd-largest population of people experiencing homelessness and yet Trump has never once brought it up. Why? Be…
144,RT @AlexanderMcCoy4: WhY dOnT yOuNg PeOpLe JuSt VoTe
145,RT @sebbyD27850: Please for the love of all that is holy do not vote for this man
146,RT @BLINKonSpotify: 'SQUARE UP' EP by BLACKPINK is now the MOST STREAMED ALBUM by an artist under YG Entertainment as it surpasses 'MADE' b…
147,RT @jeppsaddison: This is what #VoterSuppression looks like 👇🏽👇🏽👇🏽👇🏽
148,RT @daisymarquez_: DO NOT FORGET TO VOTE!!
149,"RT @maddow: What?

No. I didn’t report any such thing."
150,"RT @maiamimi: 1. Biden may not be your first choice for president, but if he does turn out to be our nominee, please remember:

You're not…"
151,RT @PrettyBadLefty: The Democratic Party want you to believe that it empowers the Republicans when you litigate their corruption and terrib…
152,Thank you!  We have momentum as Californians join the #GreatAwakening and choose Representatives who will support p… https://t.co/qWPGInMCuh
153,"RT @CHIZMAGA: Joe Biden to voters in Pennsylvania, Michigan, Wisconsin and Ohio:
“Vote for me so we can go back to the Obama Economy that y…"
154,RT @xdlrsx: It’s going to be 2016 all over again w Biden and it’s insane how some of you guys don’t see that. Don’t expect for some of thes…
155,"2016: fuck hilary you can’t tell people how to vote

2020: what the fuck nerd vote how I tell you to

2024: The Roc… https://t.co/6odWAwyBTo"
156,RT @keithboykin: It took 7 hours for Hervis Rogers to vote at his polling place on the HBCU campus of Texas Southern University in Houston.…
157,"RT @RepMarkMeadows: Michael Bloomberg could barely win a delegate in a primary with $500+ million—but if you ask Washington Democrats, a fe…"
158,RT @cenkuygur: 1. There is something wrong with @JoeBiden's mental faculties. 2. It's not impolite to point out very obvious facts we can a…
159,RT @slizzzymcguire: they got Austin Powers commentating the election https://t.co/eo2uMsVVLe
160,RT @BreeNewsome: Folk still not getting that suppressing push 4 progressive reforms is what risks Dems the general election. Pro-establishm…
161,"RT @Bubblebathgirl: Donna Brazile, why did you cheat to try and get Hillary Clinton elected in 2016 by sneaking her questions before the de…"
162,RT @simone__kern: So many people casting a vote for planetary suicide. Biden gets an F on climate change. He’s millions in debt to fossil f…
163,"RT @ScottPresler: I fully support @agnes_gibboney, candidate for California’s 31st Congressional District.

Agnes is an Angel Mom, whose so…"
164,"RT @justinamash: House leaders have told us they intend to hold a vote *today* on an $8 billion COVID-19 spending bill, but they still have…"
165,"RT @samslecki: stolen from tl

like if u find me nice 
rt if u appreciate me 
reply if you'd give me a hug
vote if im ur crush"
166,RT @simone__kern: So many people casting a vote for planetary suicide. Biden gets an F on climate change. He’s millions in debt to fossil f…
167,"@kingsrush The odd thing is who didn't show up to vote yesterday: young Sanders voters.
https://t.co/73juyCCDsi"
168,RT @RBReich: Just a casual reminder that Texas closed 750 polling places after the Supreme Court gutted the Voting Rights Act.
169,"@vivafalastin @FLProgressiveUS Tokenism at its finest . 
Obama was president yet racism still exists and is more op… https://t.co/tP27krG0Kx"
170,RT @charliekirk11: Daily reminder that the last vote Joe Biden took in his 38 year Senate career was to authorize a federal bailout program…
171,"RT @RepMichaelWaltz: Congress should have been here last weekend to pass a #coronavirus funding bill.

But here we are, with no bill to vot…"
172,"🚨 This is an important difference between @RoyceWestTX &amp; @mjhegar.

Royce agrees that undocumented entry into the U… https://t.co/7TEjbIIueB"
173,RT @BLINKonSpotify: 'SQUARE UP' EP by BLACKPINK is now the MOST STREAMED ALBUM by an artist under YG Entertainment as it surpasses 'MADE' b…
174,@VeshioGina @Mr_Brooksher @Truthiness4U @AncientRoots4 @ginnybeesly @cstewart37 @Leslieoo7 @shaunking @MSNBC… https://t.co/q4DFmw0q81
175,RT @BespokeHoover: trying to be patient but it's absolutely grating watching Warren supporters play the victim while some of the most margi…
176,"RT @TheRickyDavila: Hervis Rogers is an American patriot.

GOP voter suppression isn’t working."
177,"RT @vexedinthecity: Joe Biden won 63% of the black vote in North Carolina. Folks, it's ain't the ""establishment"" changing the race, it's th…"
178,"RT @ProudResister: I’m just going to say it:

Boomers, you’re being selfish.

This election is about OUR FUTURE &amp; you’ve made it about your…"
179,"RT @RSAConsulting: #DidYouKnow that voting for the @Fla_Pol Best Young Lobbyist competition resets every 24 hours?

Don’t forget to cast yo…"
180,"https://t.co/tmP8zzHKkt

The charges stem from an online video showing Benvie, the former spokesman for the United… https://t.co/hXtaJOY6Jp"
181,RT @neal_katyal: These lines to vote in California are criminal. It's outrageous that voting takes this much time--taking people away from…
182,"RT @kindredflcwers: stolen but interact cause it’s cute ❤️ 

like if you think i’m nice 
rt if you appreciate me 
reply if you'd give me a…"
183,"@ananavarro Well , Ana , it is time for you to come out of your Republican coma ( love you though ) because you KNO… https://t.co/BCSNKBvs8p"
184,"RT @2Heidishattuck7: Fuk the #GOP 

This is my body. This is my choice. 

This is my vote. This is my voice. 

I will shout it loud. I will…"
185,RT @Natashaicwhatud: Just voted here in TARRANT County TX there were 5 Democratic voting machines line separated dems on one side Republica…
186,"RT @JordanUhl: Joe Biden was confronted by a vet who asked him why he should vote for someone who supported the Iraq War

Biden got defense…"
187,"RT @TDEMomof3: If you're using #BernieOrBust and have no plans to #VoteBlueNoMatterWho, can you please go ahead and add #maga to your profi…"
188,"RT @trom771: Thoughts and prayers to George Papadopoulos, who tried to use his time in prison as a springboard to a GOP congressional seat…"
189,"RT @maddow: What?

No. I didn’t report any such thing."
190,RT @coco14391: BREAKING: A federal judge orders former SOS Hillary Clinton to give a deposition under oath over a years-old lawsuit filed b…
191,"i also recognize that young people, especially students and full time workers, don’t always the luxury of voting or… https://t.co/78AjKUL9xW"
192,RT @iamthecoolest1: @RepJasonCrow @HASCDemocrats -THE BEAUTIFUL PEOPLE OF COLORADO’S 6TH DISTRICTNEED TO CORRECT THIS HORRIBLE WRONG!! JASO…
193,"RT @traceyecorder: Bernie says that our incarcerated brothers and sisters should have dignity and the right to vote. 

Biden wrote the 94 C…"
194,"@mtracey The vote machines were rigged!
Just as they were in 2016;
https://t.co/Tjg0R29Gg1

https://t.co/THTRqK2ykL

https://t.co/eWSftQo56P"
195,"RT @ScotNational: Just one example of the UK's democratic deficit is that, since 1959, the people of Scotland have not voted for a Conserva…"
196,"RT @LWV_RMA: from Brian Cannon of One VA 2021, "" The Amendment SJ18 is possibly up today. Please call your delegate's office and ask them t…"
197,"His son did not die in battle. His petty threats ""you better not"" are bizarre and distasteful. What a creep he is."
198,We have been shortlisted for the Hoop Awards 2020. Please vote for us here https://t.co/GuPqvDPbos You could be in… https://t.co/CeWZFVIA2t
199,"RT @TomCottonAR: Whether it's Bernie or Biden, all the Democratic candidates have signed on to socialist ideas. 

Joe Biden wants taxpayers…"
200,"RT @joelockhart: The Democratic ""establishment"" is not delivering wins for Biden tonight -- Democratic voters are doing it.  Blacks, Latino…"
201,"RT @timkaine: Virginians are tired of name calling, lying, cruelty, chaos, and division coming out of the White House. We want someone who…"
202,RT @MsAvaArmstrong: Bus Carrying Illegals to Vote on Super Tuesday Crashes – We Are the LLOD https://t.co/0Lg5RCd2Yn
203,RT @DarrellIssa: Still counting going on and we need to be sure that every vote is counted. But the results so far are extremely encouragin…
204,"RT @RyLiberty: The federal government spent more on Israel last year than it did West Virginia. 

Let sink in. They give a foreign state mo…"
205,RT @KamalaHarris: Waiting in long lines for hours to vote should not happen anywhere in America. We must do better.
206,i am definitely unwilling to vote for a woman president who goes back on her policies &amp; pretends to be Native Ameri… https://t.co/u9TxdWnIK6
207,Nuance! https://t.co/XkSyHDtBuK
208,Keeping up with the primaries/election is like watching a reality show except our future is at risk https://t.co/NOtyyhVdph
209,"RT @maddow: What?

No. I didn’t report any such thing."
210,"RT @DanRather: I always like thinking of Election Day as an opportunity to dance with democracy. If you’re state is voting today, I hope yo…"
211,RT @EricHolthaus: Please remember: What is happening in Texas + California is voter suppression and it is intentional. No one should have t…
212,@TonyAtamanuik 25% would basically rather vote for Trump. Just like the Berners did in 2016. It’s almost like we’ve seen this all before...
213,"RT @CalforNC: Thank you, North Carolina. I am honored to be your Democratic nominee for U.S. Senate."
214,"@heyannejeanette I had to just shut down, can't process right now. 

Related see my election update thread from today if you need a laugh! 🐰"
215,"RT @Johnsnotrich: Sanders is 71 delegates behind a man who supported segregation, was against gay rights and cut social security. GET OUT A…"
216,"RT @BernieSanders: While Republican leaders go on and on about ""voter fraud,"" what we really have is a crisis of voter suppression.

Our ad…"
217,"@PhillyD Most of this is based on the false idea that Bernie didn’t move his base to Hilary in 2016, he dragged 85+… https://t.co/o1D9xK3T0D"
218,"Lalisa.. my ultimate bias 😍 👑👑

I vote #KillThisLove by @ygofficialblink for #BestMusicVideo at #iHeartAwards https://t.co/QUZ4pNr5HN"
219,DONT 👏🏼 MAKE 👏🏼 ME 👏🏼 VOTE 👏🏼 FOR 👏🏼 BIDEN 👏🏼
220,RT @Mcatlady54: @RepGosar Are you the same politician whose family thought he was so incompetent and dangerous they ran paid political ads…
221,"RT @gridopolis: WOW! Gridopolis Games is the running for a 2020 @FedEx ​ #SmallBusiness Grant, and you can VOTE to helps us get recognized…"
222,RT @DavidHarrisIV: If Biden wins the nomination at least my election year stress will end early and I’ll know who the president is going to…
223,"RT @bocxtop: My grandpa is 84 and half blind, probably gonna be the last time he’s able to vote for a president so I was honored to help hi…"
224,RT @Sundncefn: This one gets my vote for tweet of the day -- awesome! 😁😂🤣
225,"RT @KFILE: He was the Vice President and Republicans controlled the Senate. 

They showed no interest in this until Biden signaled he might…"
226,"RT @MichelleCaissi1: Stream Justin’s masterpiece Changes its  lit, it's the album we all wanted R&amp;Bieber and let’s rock the vote and show O…"
227,"RT @BernieSanders: Thank you California! You showed that Americans are ready for a government and economy that works for all of us, not jus…"
228,RT @AP_Politics: BREAKING: Joe Biden wins the Democratic presidential primary in Maine. #APracecall at 1:57 p.m. EST. #Election2020 #MEprim…
229,"RT @CNN: BREAKING: Former Vice President Joe Biden will win the Virginia Democratic primary, CNN projects.

Sen. Bernie Sanders will win th…"
230,"RT @TheBrometheus: @WitzkeRebellion Lady, wherever you run for office, you’ve got my vote. 👍"
231,"RT @danadonly: if nothing else, vote for bernie for the same reasons i did molly in high school: to fit in and to get to go to the hospital!"
232,RT @GirlzRock215: Yes yes yes BUT the Dems are DIRTY and I’m sure they’ve been scheming for years how to fix this election!  Be Leary and o…
233,"RT @justinamash: House leaders have told us they intend to hold a vote *today* on an $8 billion COVID-19 spending bill, but they still have…"
234,"RT @JustAGurLnSwedn: Bernie still lost in an epic fashion by April 19th, where he continued to smear Hillary and Democrats... and stayed on…"
235,"RT @Asshhhuuuhhh: VOTING IS NOW OPEN! GO VOTE FOR ME FOR AT LARGE - ASIA CLARK ♥️ 

https://t.co/SQajMQv9qi

@forthefuturettu 👆🏽 https://t.…"
236,"@gabriel160519 Still upset about getting smashed at the election. 

Once they realise how irrelevant they currently… https://t.co/vQeO45qADk"
237,"RT @MrsKellyPierce: Yesterday, Millennials collectively forfeited the right to complain about Boomers “ruining the world”. We had a chance…"
238,"RT @waltshaub: It's outrageous that he had to wait 7 hours to vote. I parked right in front of my polling site, walked in and voted without…"
239,"RT @eatinginmycar: Things I don't need from a presidential candidate:
- Friendship
- Parenting
- Platitudes
- Niceness

Things I do need:
-…"
240,"RT @BernieSanders: While Republican leaders go on and on about ""voter fraud,"" what we really have is a crisis of voter suppression.

Our ad…"
241,RT @PeteDominick: Congratulations to my friend @ColMorrisDavis for his big win in #NC11 !!! Now the really hard work begins. Consider a don…
242,"RT @Alxxqz: crazy how the other democratic candidates are focusing on beating Bernie instead of trump, the actual person they should be foc…"
243,"This depresses the hell out of me. If young people aren't inspired to vote NOW, then what would it take? 😫 We need… https://t.co/mKvaHI6C9i"
244,"RT @EricHolthaus: Joe Biden needs 53% of the remaining vote to win the nomination.

Bernie Sanders needs 54%.

Don't get swept up in the na…"
